scenario_id,iteration,prob_A,prob_B,prob_C,prob_D,Average driving time,Worst bridge,Worst bridge delay,Probs
7,0,0.05,0.1,0.2,0.4,1108.862407862408,KANCHPUR PC GIRDER BRIDGE,139.08774878237153,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
7,1,0.05,0.1,0.2,0.4,980.266291230893,Mostapur Bridge,37.670154852163165,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
7,2,0.05,0.1,0.2,0.4,1003.7186742118027,KANCHPUR PC GIRDER BRIDGE,140.0048071607198,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
7,3,0.05,0.1,0.2,0.4,1195.4612822647794,ASHIR CHAR (R),67.89767102588614,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
7,4,0.05,0.1,0.2,0.4,1359.1361301369864,KANCHPUR PC GIRDER BRIDGE,141.5605098310843,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
7,5,0.05,0.1,0.2,0.4,980.8930008045053,Daud Kandi Bridge,142.1601430320917,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
7,6,0.05,0.1,0.2,0.4,1003.0694108151736,Daud Kandi Bridge,140.22914151987837,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
7,7,0.05,0.1,0.2,0.4,1021.1496763754045,MEGHNA BRIDGE,140.65631567045023,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
7,8,0.05,0.1,0.2,0.4,803.6377151799687,BORO KUMIRA BRIDGE,37.8707543502217,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
7,9,0.05,0.1,0.2,0.4,1110.4093519278097,MUHURI BRIDGE,67.31022024173072,"{'A': 0.05, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
